label_type	anchor_text	anchor_indices	anchor_values	anchor_question	positive_text	positive_indices	positive_values	positive_question	negative_text	negative_indices	negative_values	negative_question
FREQ	he averaged the 12 monthly figures for new york city.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often are the monthly figures averaged? Please choose a time unit that best describes it from the options.	an estimated 300,000 people visit emergency rooms around the country, according to data collected by the american college of emergency physicians.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do people visit emergency rooms? Please choose a time unit that best describes it from the options.	tamika would tell them she is treated at boston medical center for a condition that seems to worsen the more she travels around her neighborhood.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often is she treated at boston medical center? Please choose a time unit that best describes it from the options.
FREQ	with 25 million people travelling to cities within the country, and its fast-paced economic growth, tourism in china could either help destroy the environment or preserve it, she told the conference.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do people travel to cities within the country? Please choose a time unit that best describes it from the options.	but paying more for the tv industry's broken business model is n't getting any easier, either.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often are people paying more for the tv industry's broken business model? Please choose a time unit that best describes it from the options.	the flashpoint erez crossing has been hit by palestinian militants, with the latest abortive attack leaving four bombers and two palestinian policemen dead.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often has the erez crossing been hit by palestinian militants? Please choose a time unit that best describes it from the options.
FREQ	and in a world in which former president george bush once said success consisted mostly of showing up, that is more than enough for now.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does showing up contribute to success? Please choose a time unit that best describes it from the options.	the group has 2,500 active members who pay $ 159 to $ 298 a year for access to extensive profiles of possible companions as well as a travel newsletter published.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often is the travel newsletter published? Please choose a time unit that best describes it from the options.	lewis was starting for triple-a oklahoma when the rangers called him up june 25 to replace francisco cordero on the roster.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does a player start for triple-a oklahoma? Please choose a time unit that best describes it from the options.
FREQ	we're thrown into the international arena, and then we tend to sink back to this state of self-sufficiency _ where we design for ourselves.	43 44 45 46 47 48 49 50 51 120 121 122	1.5291249697362676e-14 5.890006839530834e-10 2.5628217033951704e-06 0.0003803288616050351 0.004246905247620703 0.018704964177227536 0.12543280829498968 0.35294802591125274 0.4982844040965849 0.0 0.0 0.0	How often do we find ourselves sinking back to this state of self-sufficiency? Please choose a time unit that best describes it from the options.	one constant of the nfl season was the strain of unpredictability that marked.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often does the strain of unpredictability mark the nfl season? Please choose a time unit that best describes it from the options.	romero took command immediately and sent grey down.	43 44 45 46 47 48 49 50 51 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How often does Romero send Grey down? Please choose a time unit that best describes it from the options.
FREQ	though the federal deduction has been allowed since 1986, the measure died last year alongside clinton's massive health care reform effort.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often has the federal deduction been allowed? Please choose a time unit that best describes it from the options.	overseeing more than $ 1 trillion in investor assets, fidelity management and research has the crucial job of casting hundreds of thousands of votes on its clients'behalf at annual shareholder meetings.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often are the votes cast on behalf of the clients at shareholder meetings? Please choose a time unit that best describes it from the options.	harrington has won on the u. s. pga tour, first at the honda classic in march with a final-round 63.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does harrington win on the u. s. pga tour? Please choose a time unit that best describes it from the options.
FREQ	also, the study discovered that global sea levels climbed 0.25 centimeters, not 0.18 centimeters as previously thought, over the past 80 years, chao said.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do the global sea levels climb? Please choose a time unit that best describes it from the options.	the ridler, which was created to honor don ridler, who helped turn the detroit autorama into a major event, has been given since 1964.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often is the ridler awarded? Please choose a time unit that best describes it from the options.	when lastings was here last year, i had to move the darn thing the grass grew so fast.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often does the grass grow that fast? Please choose a time unit that best describes it from the options.
FREQ	the industry is patching together these systems at a frenzied rate and refreshing their lines.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often are the lines refreshed? Please choose a time unit that best describes it from the options.	the irc points out that the actual number of refugees admitted is lower than allowed.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often are refugees admitted? Please choose a time unit that best describes it from the options.	besides discussing nominations, the secretariat of the committee is tasked to evaluate the protection of the 890 heritages already on the list, jing said.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does the committee discuss nominations? Please choose a time unit that best describes it from the options.
FREQ	stir to prevent the nuts from burning.	43 44 45 46 47 48 49 50 51 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How often should the nuts be stirred to prevent burning? Please choose a time unit that best describes it from the options.	compulsively prolific, paulsen produces a fresh book for young adults, the vast majority of them novellas.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often does paulsen produce a fresh book for young adults? Please choose a time unit that best describes it from the options.	thousands of undocumented immigrants in alaska fly under the radar of the government, according to legal advocates, federal immigration officials and community leaders.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do the undocumented immigrants fly under the radar of the government? Please choose a time unit that best describes it from the options.
FREQ	the company is adding about 20 workers, said michael s. rodyniuk, vice president for business development.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often does the company add new workers? Please choose a time unit that best describes it from the options.	a devastating bacterium that causes millions of dollars in crops losses has been unmasked by genetic scientists.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does the bacterium cause crop losses? Please choose a time unit that best describes it from the options.	whenever you feed human food from home, abood said it's critical to have your pet evaluated by a veterinarian.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often is it critical to have your pet evaluated by a veterinarian? Please choose a time unit that best describes it from the options.
FREQ	england defender jonathan woodgate is ready to play a competitive game, said real madrid coach wanderley luxemburgo here wednesday.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does Jonathan Woodgate play a competitive game? Please choose a time unit that best describes it from the options.	energy-related activities are estimated to emit some 13.5 mega tonnes of carbon dioxide into the atmosphere, with 10.5 mega tonnes coming from power generation plants using coal, oil and gas.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do energy-related activities emit carbon dioxide into the atmosphere? Please choose a time unit that best describes it from the options.	in retaliation, allied warplanes have bombed radar sites, communications links and command centers.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often do the allied warplanes bomb the radar sites, communications links, and command centers? Please choose a time unit that best describes it from the options.
