DUR	Of course, they would be closing in 5 minutes, so I would have to hurry up or get it the next day.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long until they close? Which time unit best describes it?
DUR	Please note that neither the e-mail address nor name of the sender have been verified.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long does it take to verify the sender's e-mail address or name? Which time unit best describes it?
DUR	If you used to make $100k and now only make $30k, this is not long-term viability.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long is 'long term' viability considered here? Which time unit best describes it?
FREQ	If you must use a cleaner, pledge should be fine if the area that you keep your parakeet in is well ventilated.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often should you use a cleaner around your parakeet? Which time unit best describes it?
TYP	I propose that you make this transfer before the fifteenth (15th) of the month of April.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When should the transfer be made? Which time unit best describes it?
DUR	Wife and I attempted to adopt a dog and was nothing but frustrating.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long did the attempt to adopt the dog take? Which time unit best describes it?
TYP	The long awaited relief you've needed in your love life is around the corner, and by the end of the year you will feel much clearer about your partnerships in general.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683	At what time does this usually happen? Which time unit best describes when you'll feel much clearer about your partnerships?
TYP	"I called dominos tonight; it rang forever. I got put on hold twice without saying a word, and FINALLY someone says, ""MAY I HELP YOU?"""	10 11 12 13 14 15 16 17 120 121 122 123	0.001 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0	At what time did this happen? Which time unit best describes it?
DUR	A few seconds later, my girlfriend saw the shadow of a bear's paw through the tent fly, and then it started ripping through the ceiling.	1 2 3 4 5 6 7 8 9 120 121 122	0.7412392700826488 0.24912843928090708 0.009458406390501939 0.00016606286478555588 7.30646267660146e-06 5.120999881870982e-07 2.807187666675083e-09 1.1281434169352893e-11 2.2746998844715235e-14 0.0 0.0 0.0	How long did it take for the bear to rip through the tent? Which time unit best describes it?
DUR	1 - Number of Bush administration public statements on National security issued between 20 January 2001 and 10 September 2001 that mentioned al-Qa'ida.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long was the period between 20 January 2001 and 10 September 2001? Which time unit best describes it?
DUR	I don't think it will be hard to keep his weight up, so long as he can eat the grain.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long can his weight be kept up by eating the grain? Which time unit best describes it?
DUR	Hopefully, President Bush can accomplish these goals, which will not only help strengthen our Chinese allies, but will also help fight the war on terror.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long would it take President Bush to accomplish these goals? Which time unit best describes it?
DUR	I will walk outside, and he will stand at the door and stare at me or run away.	1 2 3 4 5 6 7 8 9 120 121 122	0.7412392700826488 0.24912843928090708 0.009458406390501939 0.00016606286478555588 7.30646267660146e-06 5.120999881870982e-07 2.807187666675083e-09 1.1281434169352893e-11 2.2746998844715235e-14 0.0 0.0 0.0	How long does he stand at the door and stare before he runs away? Which time unit best describes it?
DUR	figure out how many stalls you want, then measure square cube sections for length and width of horse.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long does it take to figure out how many stalls you want and measure sections for a horse's length and width? Which time unit best describes it?
FREQ	It is the hospitality from Tom and staff that makes it feel like a 5-star hotel in the middle of the beach.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do Tom and the staff provide this hospitality? Which time unit best describes it?
DUR	But my father's former Iraqi business partner remained in control of the Republic of Iraq and its petroleum reserves.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long did he remain in control of the republic and its petroleum reserves? Which time unit best describes his duration in control?
DUR	I've been dating a man from Brittany, France, for a couple of months now.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long has this relationship lasted? Which time unit best describes it?
TYP	Now I have to be in the area to get some lovin': sad face:	10 11 12 13 14 15 16 17 120 121 122 123	0.001 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0	At what time does this usually happen? Which time unit best describes it?
TYP	My boyfriend has one, and when she's hungry, she attacks the pinkie right away.	10 11 12 13 14 15 16 17 120 121 122 123	0.001 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0	At what time does this usually happen? Which time unit best describes it?
FREQ	Our window panes were so dirty that they needed a specialist to come and clean them.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do the window panes need a specialist to clean them? Which time unit best describes it?
TYP	Hundreds of people are feared dead in Mississippi, and the Louisiana city of New Orleans is badly flooded.	37 38 39 40 120 121 122 123 124 125 126 127	0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does flooding like this usually happen? Which time unit best describes it?
DUR	They said that we were to be charged for this room regardless because we did not cancel within the 72 hours.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long before the reservation must you cancel to avoid being charged? Which time unit best describes it?
FREQ	MSU does a lot of EPM studies because of how common it is here.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does MSU do EPM studies? Which time unit best describes it?
DUR	I took him to the Animal Hospital, and they ran blood work, and everything came back normal.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did it take to run the blood work? Which time unit best describes it?
FREQ	I want a bird that I can hold and do tricks.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often would the owner do tricks with the bird? Which time unit best describes it?
DUR	Those are just a few reasons why I love trail riding, competitive or not.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long does a typical trail ride last? Which time unit best describes it?
DUR	It might just be coincidence or the fact those great big trotters with those extremely long backs lost a bit of fine coordination to get those gangly bodies around those tighter turns.	1 2 3 4 5 6 7 8 9 120 121 122	0.7412392700826488 0.24912843928090708 0.009458406390501939 0.00016606286478555588 7.30646267660146e-06 5.120999881870982e-07 2.807187666675083e-09 1.1281434169352893e-11 2.2746998844715235e-14 0.0 0.0 0.0	How long did they lose coordination to get around those tighter turns? Which time unit best describes it?
TYP	Overpriced, and the doctor acted arrogant and rushed at a time when there were very few clients in the facility.	10 11 12 13 14 15 16 17 120 121 122 123	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time did the doctor act arrogant and rushed? Which time unit best describes it?
DUR	Two vaunted economists—one a Nobel Prize winner and the other a nationally renowned budget expert—have analyzed the data at hand and put a price tag on the Iraq occupation.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long did the economists analyze the data to put a price tag on the Iraq occupation? Which time unit best describes it?
TYP	Last month, Katrina devastated refineries in Louisiana and Mississippi and sent prices to a record high of 70.85 dollars a barrel.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0	When do hurricanes like Katrina usually occur? Which time unit best describes when this usually happens?
DUR	We had been evaluating SEO providers for quite some time and finally decided to take the plunge with Stuart and Ulistic.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long had they been evaluating SEO providers? Which time unit best describes it?
FREQ	This little drip offered no apologies whatsoever, and even refused to give me the name of the manager until I pressed him for it 3 times.	43 44 45 46 47 48 49 50 51 120 121 122	0.7412392700826488 0.24912843928090708 0.009458406390501939 0.00016606286478555588 7.30646267660146e-06 5.120999881870982e-07 2.807187666675083e-09 1.1281434169352893e-11 2.2746998844715235e-14 0.0 0.0 0.0	How often did I have to press him for the manager's name? Which time unit best describes it?
DUR	I have 24 hrs in San Francisco - what are the best sights to see in my short time?	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long is the visit to San Francisco? Which time unit best describes the duration?
TYP	Whatever be the age, you will have the choice of a variety of activities to forget about your hectic day-to-day activities.	10 11 12 13 14 15 16 17 120 121 122 123	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When do people usually do these activities to forget their hectic day-to-day activities? Which time unit best describes it?
DUR	Then one day, Ahmed left the country, not to return for months, WITHOUT informing me.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long was Ahmed gone after leaving the country? Which time unit best describes it?
TYP	Would someone give me some information about migratory birds in Punjab?	37 38 39 40 120 121 122 123 124 125 126 127	0.157 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When do migratory birds usually appear in Punjab? Which time unit best describes it?
